wandb: [wandb.login()] Loaded credentials for https://api.wandb.ai from WANDB_API_KEY.
wandb: Currently logged in as: fredella-pang (fredella-pang-university-of-calgary-in-alberta) to https://api.wandb.ai. Use `wandb login --relogin` to force relogin
wandb: WARNING Ignoring project 'continual_CIFAR10_RESNET18' when running a sweep.
wandb: setting up run 9oqhpd7k
wandb: Tracking run with wandb version 0.27.2
wandb: Run data is saved locally in /scratch/freddyp/wandb_agents/wandb/run-20260710_201931-9oqhpd7k
wandb: Run `wandb offline` to turn off syncing.
wandb: Syncing run RESNET18_CIFAR10_dst_sparsity_0.95_pruning_ratio_0.3_delta_t_1
wandb: ⭐️ View project at https://wandb.ai/fredella-pang-university-of-calgary-in-alberta/DST%20Continual%20Learning
wandb: 🧹 View sweep at https://wandb.ai/fredella-pang-university-of-calgary-in-alberta/DST%20Continual%20Learning/sweeps/fwmccalv
wandb: 🚀 View run at https://wandb.ai/fredella-pang-university-of-calgary-in-alberta/DST%20Continual%20Learning/runs/9oqhpd7k
------------------------------
optimizer: adam
lr: 0.001
clip_grad_norm: 0.5
task: CIFAR10
model: RESNET18
benchmark: continual
warm_start_subset_ratio: 10
log_every: 1
seed: 8
batch_size: 256
disable_wandb: False
wandb_project: 
sparsifier: set
sparsity: 0.95
num_mask_updates: 100000
t_end_ratio: 0.8
pruning_ratio: 0.3
t_accel_ratio: 0.2
initial_sparsity: 0.0
------------------------------
Using device: cuda
[Sparsifier] set | sparsity=0.95 | total_steps=108000 | t_end=86400 

  0%|          | 0/100 [00:00<?, ?it/s]
Iter 7 | Epoch 98:  99%|█████████▉| 99/100 [31:18<00:18, 18.99s/it, acc=0.998, lr=0.001, test_acc=0.657]
Iter 7 | Epoch 99:  99%|█████████▉| 99/100 [31:18<00:18, 18.99s/it, acc=0.998, lr=0.001, test_acc=0.657]
Iter 7 | Epoch 99:  99%|█████████▉| 99/100 [31:37<00:18, 18.99s/it, acc=0.997, lr=0.001, test_acc=0.738]
Iter 7 | Epoch 99: 100%|██████████| 100/100 [31:37<00:00, 18.99s/it, acc=0.997, lr=0.001, test_acc=0.738]
Iter 7 | Epoch 99: 100%|██████████| 100/100 [31:37<00:00, 18.97s/it, acc=0.997, lr=0.001, test_acc=0.738]

  0%|          | 0/100 [00:00<?, ?it/s]
Iter 8 | Epoch 0:   0%|          | 0/100 [00:00<?, ?it/s]
Iter 8 | Epoch 0:   0%|          | 0/100 [00:21<?, ?it/s, acc=0.973, lr=0.0001, test_acc=0.738]
Iter 8 | Epoch 0:   1%|          | 1/100 [00:21<34:56, 21.18s/it, acc=0.973, lr=0.0001, test_acc=0.738]
Iter 8 | Epoch 1:   1%|          | 1/100 [00:21<34:56, 21.18s/it, acc=0.973, lr=0.0001, test_acc=0.738]
Iter 8 | Epoch 1:   1%|          | 1/100 [00:42<34:56, 21.18s/it, acc=0.975, lr=0.0002, test_acc=0.741]
Iter 8 | Epoch 1:   2%|▏         | 2/100 [00:42<34:34, 21.17s/it, acc=0.975, lr=0.0002, test_acc=0.741]
Iter 8 | Epoch 2:   2%|▏         | 2/100 [00:42<34:34, 21.17s/it, acc=0.975, lr=0.0002, test_acc=0.741]
Iter 8 | Epoch 2:   2%|▏         | 2/100 [01:03<34:34, 21.17s/it, acc=0.978, lr=0.0003, test_acc=0.734]
Iter 8 | Epoch 2:   3%|▎         | 3/100 [01:03<34:10, 21.14s/it, acc=0.978, lr=0.0003, test_acc=0.734]
Iter 8 | Epoch 3:   3%|▎         | 3/100 [01:03<34:10, 21.14s/it, acc=0.978, lr=0.0003, test_acc=0.734]
Iter 8 | Epoch 3:   3%|▎         | 3/100 [01:24<34:10, 21.14s/it, acc=0.982, lr=0.0004, test_acc=0.738]
Iter 8 | Epoch 3:   4%|▍         | 4/100 [01:24<33:49, 21.14s/it, acc=0.982, lr=0.0004, test_acc=0.738]
Iter 8 | Epoch 4:   4%|▍         | 4/100 [01:24<33:49, 21.14s/it, acc=0.982, lr=0.0004, test_acc=0.738]
Iter 8 | Epoch 4:   4%|▍         | 4/100 [01:45<33:49, 21.14s/it, acc=0.988, lr=0.0005, test_acc=0.737]
Iter 8 | Epoch 4:   5%|▌         | 5/100 [01:45<33:28, 21.14s/it, acc=0.988, lr=0.0005, test_acc=0.737]
Iter 8 | Epoch 5:   5%|▌         | 5/100 [01:45<33:28, 21.14s/it, acc=0.988, lr=0.0005, test_acc=0.737]
Iter 8 | Epoch 5:   5%|▌         | 5/100 [02:06<33:28, 21.14s/it, acc=0.993, lr=0.0006, test_acc=0.738]
Iter 8 | Epoch 5:   6%|▌         | 6/100 [02:06<33:06, 21.14s/it, acc=0.993, lr=0.0006, test_acc=0.738]
Iter 8 | Epoch 6:   6%|▌         | 6/100 [02:06<33:06, 21.14s/it, acc=0.993, lr=0.0006, test_acc=0.738]
Iter 8 | Epoch 6:   6%|▌         | 6/100 [02:28<33:06, 21.14s/it, acc=0.997, lr=0.0007, test_acc=0.741]
Iter 8 | Epoch 6:   7%|▋         | 7/100 [02:28<32:47, 21.16s/it, acc=0.997, lr=0.0007, test_acc=0.741]
Iter 8 | Epoch 7:   7%|▋         | 7/100 [02:28<32:47, 21.16s/it, acc=0.997, lr=0.0007, test_acc=0.741]
Iter 8 | Epoch 7:   7%|▋         | 7/100 [02:49<32:47, 21.16s/it, acc=0.998, lr=0.0008, test_acc=0.746]
Iter 8 | Epoch 7:   8%|▊         | 8/100 [02:49<32:26, 21.15s/it, acc=0.998, lr=0.0008, test_acc=0.746]
Iter 8 | Epoch 8:   8%|▊         | 8/100 [02:49<32:26, 21.15s/it, acc=0.998, lr=0.0008, test_acc=0.746]
Iter 8 | Epoch 8:   8%|▊         | 8/100 [03:10<32:26, 21.15s/it, acc=0.999, lr=0.0009, test_acc=0.703]
Iter 8 | Epoch 8:   9%|▉         | 9/100 [03:10<32:03, 21.14s/it, acc=0.999, lr=0.0009, test_acc=0.703]
Iter 8 | Epoch 9:   9%|▉         | 9/100 [03:10<32:03, 21.14s/it, acc=0.999, lr=0.0009, test_acc=0.703]
Iter 8 | Epoch 9:   9%|▉         | 9/100 [03:31<32:03, 21.14s/it, acc=0.998, lr=0.001, test_acc=0.742] 
Iter 8 | Epoch 9:  10%|█         | 10/100 [03:31<31:42, 21.14s/it, acc=0.998, lr=0.001, test_acc=0.742]
Iter 8 | Epoch 10:  10%|█         | 10/100 [03:31<31:42, 21.14s/it, acc=0.998, lr=0.001, test_acc=0.742]
Iter 8 | Epoch 10:  10%|█         | 10/100 [03:52<31:42, 21.14s/it, acc=0.999, lr=0.001, test_acc=0.703]
Iter 8 | Epoch 10:  11%|█         | 11/100 [03:52<31:20, 21.13s/it, acc=0.999, lr=0.001, test_acc=0.703]
Iter 8 | Epoch 11:  11%|█         | 11/100 [03:52<31:20, 21.13s/it, acc=0.999, lr=0.001, test_acc=0.703]
Iter 8 | Epoch 11:  11%|█         | 11/100 [04:13<31:20, 21.13s/it, acc=0.998, lr=0.001, test_acc=0.742]
Iter 8 | Epoch 11:  12%|█▏        | 12/100 [04:13<30:59, 21.13s/it, acc=0.998, lr=0.001, test_acc=0.742]
Iter 8 | Epoch 12:  12%|█▏        | 12/100 [04:13<30:59, 21.13s/it, acc=0.998, lr=0.001, test_acc=0.742]
Iter 8 | Epoch 12:  12%|█▏        | 12/100 [04:34<30:59, 21.13s/it, acc=0.999, lr=0.001, test_acc=0.738]
Iter 8 | Epoch 12:  13%|█▎        | 13/100 [04:34<30:39, 21.14s/it, acc=0.999, lr=0.001, test_acc=0.738]
Iter 8 | Epoch 13:  13%|█▎        | 13/100 [04:34<30:39, 21.14s/it, acc=0.999, lr=0.001, test_acc=0.738]
Iter 8 | Epoch 13:  13%|█▎        | 13/100 [04:56<30:39, 21.14s/it, acc=0.999, lr=0.001, test_acc=0.737]
Iter 8 | Epoch 13:  14%|█▍        | 14/100 [04:56<30:18, 21.15s/it, acc=0.999, lr=0.001, test_acc=0.737]
Iter 8 | Epoch 14:  14%|█▍        | 14/100 [04:56<30:18, 21.15s/it, acc=0.999, lr=0.001, test_acc=0.737]
Iter 8 | Epoch 14:  14%|█▍        | 14/100 [05:17<30:18, 21.15s/it, acc=0.999, lr=0.001, test_acc=0.74] 
Iter 8 | Epoch 14:  15%|█▌        | 15/100 [05:17<29:56, 21.13s/it, acc=0.999, lr=0.001, test_acc=0.74]
Iter 8 | Epoch 15:  15%|█▌        | 15/100 [05:17<29:56, 21.13s/it, acc=0.999, lr=0.001, test_acc=0.74]
Iter 8 | Epoch 15:  15%|█▌        | 15/100 [05:38<29:56, 21.13s/it, acc=0.998, lr=0.001, test_acc=0.74]
Iter 8 | Epoch 15:  16%|█▌        | 16/100 [05:38<29:35, 21.14s/it, acc=0.998, lr=0.001, test_acc=0.74]
Iter 8 | Epoch 16:  16%|█▌        | 16/100 [05:38<29:35, 21.14s/it, acc=0.998, lr=0.001, test_acc=0.74]
Iter 8 | Epoch 16:  16%|█▌        | 16/100 [05:59<29:35, 21.14s/it, acc=0.998, lr=0.001, test_acc=0.739]
Iter 8 | Epoch 16:  17%|█▋        | 17/100 [05:59<29:14, 21.14s/it, acc=0.998, lr=0.001, test_acc=0.739]
Iter 8 | Epoch 17:  17%|█▋        | 17/100 [05:59<29:14, 21.14s/it, acc=0.998, lr=0.001, test_acc=0.739]
Iter 8 | Epoch 17:  17%|█▋        | 17/100 [06:20<29:14, 21.14s/it, acc=0.998, lr=0.001, test_acc=0.741]
Iter 8 | Epoch 17:  18%|█▊        | 18/100 [06:20<28:52, 21.13s/it, acc=0.998, lr=0.001, test_acc=0.741]
Iter 8 | Epoch 18:  18%|█▊        | 18/100 [06:20<28:52, 21.13s/it, acc=0.998, lr=0.001, test_acc=0.741]
Iter 8 | Epoch 18:  18%|█▊        | 18/100 [06:41<28:52, 21.13s/it, acc=0.998, lr=0.001, test_acc=0.74] 
Iter 8 | Epoch 18:  19%|█▉        | 19/100 [06:41<28:32, 21.14s/it, acc=0.998, lr=0.001, test_acc=0.74]
Iter 8 | Epoch 19:  19%|█▉        | 19/100 [06:41<28:32, 21.14s/it, acc=0.998, lr=0.001, test_acc=0.74]
Iter 8 | Epoch 19:  19%|█▉        | 19/100 [07:02<28:32, 21.14s/it, acc=0.998, lr=0.001, test_acc=0.738]
Iter 8 | Epoch 19:  20%|██        | 20/100 [07:02<28:12, 21.15s/it, acc=0.998, lr=0.001, test_acc=0.738]
Iter 8 | Epoch 20:  20%|██        | 20/100 [07:02<28:12, 21.15s/it, acc=0.998, lr=0.001, test_acc=0.738]
Iter 8 | Epoch 20:  20%|██        | 20/100 [07:24<28:12, 21.15s/it, acc=0.998, lr=0.001, test_acc=0.744]
Iter 8 | Epoch 20:  21%|██        | 21/100 [07:24<27:51, 21.15s/it, acc=0.998, lr=0.001, test_acc=0.744]
Iter 8 | Epoch 21:  21%|██        | 21/100 [07:24<27:51, 21.15s/it, acc=0.998, lr=0.001, test_acc=0.744]
Iter 8 | Epoch 21:  21%|██        | 21/100 [07:45<27:51, 21.15s/it, acc=0.997, lr=0.001, test_acc=0.741]
Iter 8 | Epoch 21:  22%|██▏       | 22/100 [07:45<27:30, 21.16s/it, acc=0.997, lr=0.001, test_acc=0.741]
Iter 8 | Epoch 22:  22%|██▏       | 22/100 [07:45<27:30, 21.16s/it, acc=0.997, lr=0.001, test_acc=0.741]
Iter 8 | Epoch 22:  22%|██▏       | 22/100 [08:06<27:30, 21.16s/it, acc=0.997, lr=0.001, test_acc=0.736]
Iter 8 | Epoch 22:  23%|██▎       | 23/100 [08:06<27:08, 21.14s/it, acc=0.997, lr=0.001, test_acc=0.736]
Iter 8 | Epoch 23:  23%|██▎       | 23/100 [08:06<27:08, 21.14s/it, acc=0.997, lr=0.001, test_acc=0.736]
Iter 8 | Epoch 23:  23%|██▎       | 23/100 [08:27<27:08, 21.14s/it, acc=0.998, lr=0.001, test_acc=0.74] 
Iter 8 | Epoch 23:  24%|██▍       | 24/100 [08:27<26:46, 21.13s/it, acc=0.998, lr=0.001, test_acc=0.74]
Iter 8 | Epoch 24:  24%|██▍       | 24/100 [08:27<26:46, 21.13s/it, acc=0.998, lr=0.001, test_acc=0.74]
Iter 8 | Epoch 24:  24%|██▍       | 24/100 [08:48<26:46, 21.13s/it, acc=0.998, lr=0.001, test_acc=0.741]
Iter 8 | Epoch 24:  25%|██▌       | 25/100 [08:48<26:25, 21.14s/it, acc=0.998, lr=0.001, test_acc=0.741]
Iter 8 | Epoch 25:  25%|██▌       | 25/100 [08:48<26:25, 21.14s/it, acc=0.998, lr=0.001, test_acc=0.741]
Iter 8 | Epoch 25:  25%|██▌       | 25/100 [09:09<26:25, 21.14s/it, acc=0.998, lr=0.001, test_acc=0.745]
Iter 8 | Epoch 25:  26%|██▌       | 26/100 [09:09<26:04, 21.15s/it, acc=0.998, lr=0.001, test_acc=0.745]
Iter 8 | Epoch 26:  26%|██▌       | 26/100 [09:09<26:04, 21.15s/it, acc=0.998, lr=0.001, test_acc=0.745]
Iter 8 | Epoch 26:  26%|██▌       | 26/100 [09:30<26:04, 21.15s/it, acc=0.998, lr=0.001, test_acc=0.742]
Iter 8 | Epoch 26:  27%|██▋       | 27/100 [09:30<25:43, 21.14s/it, acc=0.998, lr=0.001, test_acc=0.742]
Iter 8 | Epoch 27:  27%|██▋       | 27/100 [09:30<25:43, 21.14s/it, acc=0.998, lr=0.001, test_acc=0.742]
Iter 8 | Epoch 27:  27%|██▋       | 27/100 [09:51<25:43, 21.14s/it, acc=0.998, lr=0.001, test_acc=0.74] 
Iter 8 | Epoch 27:  28%|██▊       | 28/100 [09:51<25:22, 21.14s/it, acc=0.998, lr=0.001, test_acc=0.74]
Iter 8 | Epoch 28:  28%|██▊       | 28/100 [09:51<25:22, 21.14s/it, acc=0.998, lr=0.001, test_acc=0.74]
Iter 8 | Epoch 28:  28%|██▊       | 28/100 [10:13<25:22, 21.14s/it, acc=0.999, lr=0.001, test_acc=0.743]
Iter 8 | Epoch 28:  29%|██▉       | 29/100 [10:13<25:00, 21.13s/it, acc=0.999, lr=0.001, test_acc=0.743]
Iter 8 | Epoch 29:  29%|██▉       | 29/100 [10:13<25:00, 21.13s/it, acc=0.999, lr=0.001, test_acc=0.743]
Iter 8 | Epoch 29:  29%|██▉       | 29/100 [10:34<25:00, 21.13s/it, acc=0.998, lr=0.001, test_acc=0.741]
Iter 8 | Epoch 29:  30%|███       | 30/100 [10:34<24:38, 21.12s/it, acc=0.998, lr=0.001, test_acc=0.741]
Iter 8 | Epoch 30:  30%|███       | 30/100 [10:34<24:38, 21.12s/it, acc=0.998, lr=0.001, test_acc=0.741]
Iter 8 | Epoch 30:  30%|███       | 30/100 [10:55<24:38, 21.12s/it, acc=0.998, lr=0.001, test_acc=0.744]
Iter 8 | Epoch 30:  31%|███       | 31/100 [10:55<24:17, 21.12s/it, acc=0.998, lr=0.001, test_acc=0.744]
Iter 8 | Epoch 31:  31%|███       | 31/100 [10:55<24:17, 21.12s/it, acc=0.998, lr=0.001, test_acc=0.744]
Iter 8 | Epoch 31:  31%|███       | 31/100 [11:16<24:17, 21.12s/it, acc=0.999, lr=0.001, test_acc=0.747]
Iter 8 | Epoch 31:  32%|███▏      | 32/100 [11:16<23:55, 21.12s/it, acc=0.999, lr=0.001, test_acc=0.747]
Iter 8 | Epoch 32:  32%|███▏      | 32/100 [11:16<23:55, 21.12s/it, acc=0.999, lr=0.001, test_acc=0.747]
Iter 8 | Epoch 32:  32%|███▏      | 32/100 [11:37<23:55, 21.12s/it, acc=0.999, lr=0.001, test_acc=0.744]
Iter 8 | Epoch 32:  33%|███▎      | 33/100 [11:37<23:34, 21.12s/it, acc=0.999, lr=0.001, test_acc=0.744]
Iter 8 | Epoch 33:  33%|███▎      | 33/100 [11:37<23:34, 21.12s/it, acc=0.999, lr=0.001, test_acc=0.744]
Iter 8 | Epoch 33:  33%|███▎      | 33/100 [11:58<23:34, 21.12s/it, acc=0.998, lr=0.001, test_acc=0.743]
Iter 8 | Epoch 33:  34%|███▍      | 34/100 [11:58<23:14, 21.13s/it, acc=0.998, lr=0.001, test_acc=0.743]
Iter 8 | Epoch 34:  34%|███▍      | 34/100 [11:58<23:14, 21.13s/it, acc=0.998, lr=0.001, test_acc=0.743]
Iter 8 | Epoch 34:  34%|███▍      | 34/100 [12:19<23:14, 21.13s/it, acc=0.999, lr=0.001, test_acc=0.743]
Iter 8 | Epoch 34:  35%|███▌      | 35/100 [12:19<22:53, 21.14s/it, acc=0.999, lr=0.001, test_acc=0.743]
Iter 8 | Epoch 35:  35%|███▌      | 35/100 [12:19<22:53, 21.14s/it, acc=0.999, lr=0.001, test_acc=0.743]
Iter 8 | Epoch 35:  35%|███▌      | 35/100 [12:40<22:53, 21.14s/it, acc=0.999, lr=0.001, test_acc=0.742]
Iter 8 | Epoch 35:  36%|███▌      | 36/100 [12:40<22:32, 21.14s/it, acc=0.999, lr=0.001, test_acc=0.742]
Iter 8 | Epoch 36:  36%|███▌      | 36/100 [12:40<22:32, 21.14s/it, acc=0.999, lr=0.001, test_acc=0.742]
Iter 8 | Epoch 36:  36%|███▌      | 36/100 [13:02<22:32, 21.14s/it, acc=0.999, lr=0.001, test_acc=0.729]
Iter 8 | Epoch 36:  37%|███▋      | 37/100 [13:02<22:11, 21.14s/it, acc=0.999, lr=0.001, test_acc=0.729]
Iter 8 | Epoch 37:  37%|███▋      | 37/100 [13:02<22:11, 21.14s/it, acc=0.999, lr=0.001, test_acc=0.729]
Iter 8 | Epoch 37:  37%|███▋      | 37/100 [13:23<22:11, 21.14s/it, acc=0.999, lr=0.001, test_acc=0.745]
Iter 8 | Epoch 37:  38%|███▊      | 38/100 [13:23<21:50, 21.14s/it, acc=0.999, lr=0.001, test_acc=0.745]
Iter 8 | Epoch 38:  38%|███▊      | 38/100 [13:23<21:50, 21.14s/it, acc=0.999, lr=0.001, test_acc=0.745]
Iter 8 | Epoch 38:  38%|███▊      | 38/100 [13:44<21:50, 21.14s/it, acc=0.999, lr=0.001, test_acc=0.741]
Iter 8 | Epoch 38:  39%|███▉      | 39/100 [13:44<21:28, 21.13s/it, acc=0.999, lr=0.001, test_acc=0.741]
Iter 8 | Epoch 39:  39%|███▉      | 39/100 [13:44<21:28, 21.13s/it, acc=0.999, lr=0.001, test_acc=0.741]
Iter 8 | Epoch 39:  39%|███▉      | 39/100 [14:05<21:28, 21.13s/it, acc=0.998, lr=0.001, test_acc=0.745]
Iter 8 | Epoch 39:  40%|████      | 40/100 [14:05<21:07, 21.13s/it, acc=0.998, lr=0.001, test_acc=0.745]
Iter 8 | Epoch 40:  40%|████      | 40/100 [14:05<21:07, 21.13s/it, acc=0.998, lr=0.001, test_acc=0.745]
Iter 8 | Epoch 40:  40%|████      | 40/100 [14:26<21:07, 21.13s/it, acc=0.998, lr=0.001, test_acc=0.743]
Iter 8 | Epoch 40:  41%|████      | 41/100 [14:26<20:46, 21.13s/it, acc=0.998, lr=0.001, test_acc=0.743]
Iter 8 | Epoch 41:  41%|████      | 41/100 [14:26<20:46, 21.13s/it, acc=0.998, lr=0.001, test_acc=0.743]
Iter 8 | Epoch 41:  41%|████      | 41/100 [14:47<20:46, 21.13s/it, acc=0.998, lr=0.001, test_acc=0.747]
Iter 8 | Epoch 41:  42%|████▏     | 42/100 [14:47<20:25, 21.13s/it, acc=0.998, lr=0.001, test_acc=0.747]
Iter 8 | Epoch 42:  42%|████▏     | 42/100 [14:47<20:25, 21.13s/it, acc=0.998, lr=0.001, test_acc=0.747]
Iter 8 | Epoch 42:  42%|████▏     | 42/100 [15:08<20:25, 21.13s/it, acc=0.998, lr=0.001, test_acc=0.747]
Iter 8 | Epoch 42:  43%|████▎     | 43/100 [15:08<20:05, 21.14s/it, acc=0.998, lr=0.001, test_acc=0.747]
Iter 8 | Epoch 43:  43%|████▎     | 43/100 [15:08<20:05, 21.14s/it, acc=0.998, lr=0.001, test_acc=0.747]
Iter 8 | Epoch 43:  43%|████▎     | 43/100 [15:30<20:05, 21.14s/it, acc=0.998, lr=0.001, test_acc=0.749]
Iter 8 | Epoch 43:  44%|████▍     | 44/100 [15:30<19:44, 21.15s/it, acc=0.998, lr=0.001, test_acc=0.749]
Iter 8 | Epoch 44:  44%|████▍     | 44/100 [15:30<19:44, 21.15s/it, acc=0.998, lr=0.001, test_acc=0.749]
Iter 8 | Epoch 44:  44%|████▍     | 44/100 [15:51<19:44, 21.15s/it, acc=0.998, lr=0.001, test_acc=0.748]
Iter 8 | Epoch 44:  45%|████▌     | 45/100 [15:51<19:23, 21.16s/it, acc=0.998, lr=0.001, test_acc=0.748]
Iter 8 | Epoch 45:  45%|████▌     | 45/100 [15:51<19:23, 21.16s/it, acc=0.998, lr=0.001, test_acc=0.748]
Iter 8 | Epoch 45:  45%|████▌     | 45/100 [16:12<19:23, 21.16s/it, acc=0.999, lr=0.001, test_acc=0.603]
Iter 8 | Epoch 45:  46%|████▌     | 46/100 [16:12<19:02, 21.16s/it, acc=0.999, lr=0.001, test_acc=0.603]
Iter 8 | Epoch 46:  46%|████▌     | 46/100 [16:12<19:02, 21.16s/it, acc=0.999, lr=0.001, test_acc=0.603]
Iter 8 | Epoch 46:  46%|████▌     | 46/100 [16:33<19:02, 21.16s/it, acc=0.998, lr=0.001, test_acc=0.749]
Iter 8 | Epoch 46:  47%|████▋     | 47/100 [16:33<18:41, 21.17s/it, acc=0.998, lr=0.001, test_acc=0.749]
Iter 8 | Epoch 47:  47%|████▋     | 47/100 [16:33<18:41, 21.17s/it, acc=0.998, lr=0.001, test_acc=0.749]
Iter 8 | Epoch 47:  47%|████▋     | 47/100 [16:54<18:41, 21.17s/it, acc=0.999, lr=0.001, test_acc=0.748]
Iter 8 | Epoch 47:  48%|████▊     | 48/100 [16:54<18:21, 21.17s/it, acc=0.999, lr=0.001, test_acc=0.748]
Iter 8 | Epoch 48:  48%|████▊     | 48/100 [16:54<18:21, 21.17s/it, acc=0.999, lr=0.001, test_acc=0.748]
Iter 8 | Epoch 48:  48%|████▊     | 48/100 [17:16<18:21, 21.17s/it, acc=0.999, lr=0.001, test_acc=0.75] 
Iter 8 | Epoch 48:  49%|████▉     | 49/100 [17:16<18:00, 21.18s/it, acc=0.999, lr=0.001, test_acc=0.75]
Iter 8 | Epoch 49:  49%|████▉     | 49/100 [17:16<18:00, 21.18s/it, acc=0.999, lr=0.001, test_acc=0.75]
Iter 8 | Epoch 49:  49%|████▉     | 49/100 [17:37<18:00, 21.18s/it, acc=0.998, lr=0.001, test_acc=0.749]
Iter 8 | Epoch 49:  50%|█████     | 50/100 [17:37<17:39, 21.18s/it, acc=0.998, lr=0.001, test_acc=0.749]
Iter 8 | Epoch 50:  50%|█████     | 50/100 [17:37<17:39, 21.18s/it, acc=0.998, lr=0.001, test_acc=0.749]
Iter 8 | Epoch 50:  50%|█████     | 50/100 [17:58<17:39, 21.18s/it, acc=0.999, lr=0.001, test_acc=0.749]
Iter 8 | Epoch 50:  51%|█████     | 51/100 [17:58<17:16, 21.16s/it, acc=0.999, lr=0.001, test_acc=0.749]
Iter 8 | Epoch 51:  51%|█████     | 51/100 [17:58<17:16, 21.16s/it, acc=0.999, lr=0.001, test_acc=0.749]
Iter 8 | Epoch 51:  51%|█████     | 51/100 [18:19<17:16, 21.16s/it, acc=0.999, lr=0.001, test_acc=0.746]
Iter 8 | Epoch 51:  52%|█████▏    | 52/100 [18:19<16:54, 21.14s/it, acc=0.999, lr=0.001, test_acc=0.746]
Iter 8 | Epoch 52:  52%|█████▏    | 52/100 [18:19<16:54, 21.14s/it, acc=0.999, lr=0.001, test_acc=0.746]
Iter 8 | Epoch 52:  52%|█████▏    | 52/100 [18:40<16:54, 21.14s/it, acc=0.998, lr=0.001, test_acc=0.743]
Iter 8 | Epoch 52:  53%|█████▎    | 53/100 [18:40<16:33, 21.14s/it, acc=0.998, lr=0.001, test_acc=0.743]
Iter 8 | Epoch 53:  53%|█████▎    | 53/100 [18:40<16:33, 21.14s/it, acc=0.998, lr=0.001, test_acc=0.743]
Iter 8 | Epoch 53:  53%|█████▎    | 53/100 [19:01<16:33, 21.14s/it, acc=0.999, lr=0.001, test_acc=0.744]
Iter 8 | Epoch 53:  54%|█████▍    | 54/100 [19:01<16:11, 21.13s/it, acc=0.999, lr=0.001, test_acc=0.744]
Iter 8 | Epoch 54:  54%|█████▍    | 54/100 [19:01<16:11, 21.13s/it, acc=0.999, lr=0.001, test_acc=0.744]
Iter 8 | Epoch 54:  54%|█████▍    | 54/100 [19:22<16:11, 21.13s/it, acc=0.998, lr=0.001, test_acc=0.744]
Iter 8 | Epoch 54:  55%|█████▌    | 55/100 [19:22<15:49, 21.11s/it, acc=0.998, lr=0.001, test_acc=0.744]
Iter 8 | Epoch 55:  55%|█████▌    | 55/100 [19:22<15:49, 21.11s/it, acc=0.998, lr=0.001, test_acc=0.744]
Iter 8 | Epoch 55:  55%|█████▌    | 55/100 [19:43<15:49, 21.11s/it, acc=0.998, lr=0.001, test_acc=0.747]
Iter 8 | Epoch 55:  56%|█████▌    | 56/100 [19:43<15:28, 21.10s/it, acc=0.998, lr=0.001, test_acc=0.747]
Iter 8 | Epoch 56:  56%|█████▌    | 56/100 [19:43<15:28, 21.10s/it, acc=0.998, lr=0.001, test_acc=0.747]
Iter 8 | Epoch 56:  56%|█████▌    | 56/100 [20:04<15:28, 21.10s/it, acc=0.999, lr=0.001, test_acc=0.745]
Iter 8 | Epoch 56:  57%|█████▋    | 57/100 [20:04<15:07, 21.10s/it, acc=0.999, lr=0.001, test_acc=0.745]
Iter 8 | Epoch 57:  57%|█████▋    | 57/100 [20:04<15:07, 21.10s/it, acc=0.999, lr=0.001, test_acc=0.745]
Iter 8 | Epoch 57:  57%|█████▋    | 57/100 [20:26<15:07, 21.10s/it, acc=0.999, lr=0.001, test_acc=0.748]
Iter 8 | Epoch 57:  58%|█████▊    | 58/100 [20:26<14:46, 21.11s/it, acc=0.999, lr=0.001, test_acc=0.748]
Iter 8 | Epoch 58:  58%|█████▊    | 58/100 [20:26<14:46, 21.11s/it, acc=0.999, lr=0.001, test_acc=0.748]
Iter 8 | Epoch 58:  58%|█████▊    | 58/100 [20:47<14:46, 21.11s/it, acc=0.999, lr=0.001, test_acc=0.75] 
Iter 8 | Epoch 58:  59%|█████▉    | 59/100 [20:47<14:25, 21.12s/it, acc=0.999, lr=0.001, test_acc=0.75]
Iter 8 | Epoch 59:  59%|█████▉    | 59/100 [20:47<14:25, 21.12s/it, acc=0.999, lr=0.001, test_acc=0.75]
Iter 8 | Epoch 59:  59%|█████▉    | 59/100 [21:08<14:25, 21.12s/it, acc=0.999, lr=0.001, test_acc=0.748]
Iter 8 | Epoch 59:  60%|██████    | 60/100 [21:08<14:04, 21.11s/it, acc=0.999, lr=0.001, test_acc=0.748]
Iter 8 | Epoch 60:  60%|██████    | 60/100 [21:08<14:04, 21.11s/it, acc=0.999, lr=0.001, test_acc=0.748]
Iter 8 | Epoch 60:  60%|██████    | 60/100 [21:29<14:04, 21.11s/it, acc=0.999, lr=0.001, test_acc=0.749]
Iter 8 | Epoch 60:  61%|██████    | 61/100 [21:29<13:42, 21.08s/it, acc=0.999, lr=0.001, test_acc=0.749]
Iter 8 | Epoch 61:  61%|██████    | 61/100 [21:29<13:42, 21.08s/it, acc=0.999, lr=0.001, test_acc=0.749]
Iter 8 | Epoch 61:  61%|██████    | 61/100 [21:50<13:42, 21.08s/it, acc=0.999, lr=0.001, test_acc=0.751]
Iter 8 | Epoch 61:  62%|██████▏   | 62/100 [21:50<13:21, 21.08s/it, acc=0.999, lr=0.001, test_acc=0.751]
Iter 8 | Epoch 62:  62%|██████▏   | 62/100 [21:50<13:21, 21.08s/it, acc=0.999, lr=0.001, test_acc=0.751]
