wandb: [wandb.login()] Loaded credentials for https://api.wandb.ai from WANDB_API_KEY.
wandb: Currently logged in as: fredella-pang (fredella-pang-university-of-calgary-in-alberta) to https://api.wandb.ai. Use `wandb login --relogin` to force relogin
wandb: WARNING Ignoring project 'continual_CIFAR10_RESNET18' when running a sweep.
wandb: setting up run bwnptjto
wandb: Tracking run with wandb version 0.27.2
wandb: Run data is saved locally in /scratch/freddyp/wandb_agents/wandb/run-20260710_203540-bwnptjto
wandb: Run `wandb offline` to turn off syncing.
wandb: Syncing run RESNET18_CIFAR10_dst_sparsity_0.99_pruning_ratio_0.3_delta_t_1
wandb: ⭐️ View project at https://wandb.ai/fredella-pang-university-of-calgary-in-alberta/DST%20Continual%20Learning
wandb: 🧹 View sweep at https://wandb.ai/fredella-pang-university-of-calgary-in-alberta/DST%20Continual%20Learning/sweeps/fwmccalv
wandb: 🚀 View run at https://wandb.ai/fredella-pang-university-of-calgary-in-alberta/DST%20Continual%20Learning/runs/bwnptjto
------------------------------
optimizer: adam
lr: 0.001
clip_grad_norm: 0.5
task: CIFAR10
model: RESNET18
benchmark: continual
warm_start_subset_ratio: 10
log_every: 1
seed: 8
batch_size: 256
disable_wandb: False
wandb_project: 
sparsifier: set
sparsity: 0.99
num_mask_updates: 100000
t_end_ratio: 0.8
pruning_ratio: 0.3
t_accel_ratio: 0.2
initial_sparsity: 0.0
------------------------------
Using device: cuda
[Sparsifier] set | sparsity=0.99 | total_steps=108000 | t_end=86400 

  0%|          | 0/100 [00:00<?, ?it/s]
Iter 8 | Epoch 88:  88%|████████▊ | 88/100 [31:07<04:12, 21.07s/it, acc=0.998, lr=0.001, test_acc=0.605]
Iter 8 | Epoch 88:  89%|████████▉ | 89/100 [31:07<03:37, 19.79s/it, acc=0.998, lr=0.001, test_acc=0.605]
Iter 8 | Epoch 89:  89%|████████▉ | 89/100 [31:07<03:37, 19.79s/it, acc=0.998, lr=0.001, test_acc=0.605]
Iter 8 | Epoch 89:  89%|████████▉ | 89/100 [31:16<03:37, 19.79s/it, acc=0.998, lr=0.001, test_acc=0.607]
Iter 8 | Epoch 89:  90%|█████████ | 90/100 [31:16<02:46, 16.63s/it, acc=0.998, lr=0.001, test_acc=0.607]
Iter 8 | Epoch 90:  90%|█████████ | 90/100 [31:16<02:46, 16.63s/it, acc=0.998, lr=0.001, test_acc=0.607]
Iter 8 | Epoch 90:  90%|█████████ | 90/100 [31:25<02:46, 16.63s/it, acc=0.998, lr=0.001, test_acc=0.601]
Iter 8 | Epoch 90:  91%|█████████ | 91/100 [31:25<02:09, 14.41s/it, acc=0.998, lr=0.001, test_acc=0.601]
Iter 8 | Epoch 91:  91%|█████████ | 91/100 [31:25<02:09, 14.41s/it, acc=0.998, lr=0.001, test_acc=0.601]
Iter 8 | Epoch 91:  91%|█████████ | 91/100 [31:35<02:09, 14.41s/it, acc=0.998, lr=0.001, test_acc=0.602]
Iter 8 | Epoch 91:  92%|█████████▏| 92/100 [31:35<01:42, 12.86s/it, acc=0.998, lr=0.001, test_acc=0.602]
Iter 8 | Epoch 92:  92%|█████████▏| 92/100 [31:35<01:42, 12.86s/it, acc=0.998, lr=0.001, test_acc=0.602]
Iter 8 | Epoch 92:  92%|█████████▏| 92/100 [31:44<01:42, 12.86s/it, acc=0.998, lr=0.001, test_acc=0.608]
Iter 8 | Epoch 92:  93%|█████████▎| 93/100 [31:44<01:22, 11.77s/it, acc=0.998, lr=0.001, test_acc=0.608]
Iter 8 | Epoch 93:  93%|█████████▎| 93/100 [31:44<01:22, 11.77s/it, acc=0.998, lr=0.001, test_acc=0.608]
Iter 8 | Epoch 93:  93%|█████████▎| 93/100 [31:53<01:22, 11.77s/it, acc=0.999, lr=0.001, test_acc=0.61] 
Iter 8 | Epoch 93:  94%|█████████▍| 94/100 [31:53<01:06, 11.01s/it, acc=0.999, lr=0.001, test_acc=0.61]
Iter 8 | Epoch 94:  94%|█████████▍| 94/100 [31:53<01:06, 11.01s/it, acc=0.999, lr=0.001, test_acc=0.61]
Iter 8 | Epoch 94:  94%|█████████▍| 94/100 [32:02<01:06, 11.01s/it, acc=0.999, lr=0.001, test_acc=0.606]
Iter 8 | Epoch 94:  95%|█████████▌| 95/100 [32:02<00:52, 10.48s/it, acc=0.999, lr=0.001, test_acc=0.606]
Iter 8 | Epoch 95:  95%|█████████▌| 95/100 [32:02<00:52, 10.48s/it, acc=0.999, lr=0.001, test_acc=0.606]
Iter 8 | Epoch 95:  95%|█████████▌| 95/100 [32:11<00:52, 10.48s/it, acc=0.998, lr=0.001, test_acc=0.607]
Iter 8 | Epoch 95:  96%|█████████▌| 96/100 [32:11<00:40, 10.10s/it, acc=0.998, lr=0.001, test_acc=0.607]
Iter 8 | Epoch 96:  96%|█████████▌| 96/100 [32:11<00:40, 10.10s/it, acc=0.998, lr=0.001, test_acc=0.607]
Iter 8 | Epoch 96:  96%|█████████▌| 96/100 [32:21<00:40, 10.10s/it, acc=0.998, lr=0.001, test_acc=0.607]
Iter 8 | Epoch 96:  97%|█████████▋| 97/100 [32:21<00:29,  9.84s/it, acc=0.998, lr=0.001, test_acc=0.607]
Iter 8 | Epoch 97:  97%|█████████▋| 97/100 [32:21<00:29,  9.84s/it, acc=0.998, lr=0.001, test_acc=0.607]
Iter 8 | Epoch 97:  97%|█████████▋| 97/100 [32:30<00:29,  9.84s/it, acc=0.999, lr=0.001, test_acc=0.608]
Iter 8 | Epoch 97:  98%|█████████▊| 98/100 [32:30<00:19,  9.65s/it, acc=0.999, lr=0.001, test_acc=0.608]
Iter 8 | Epoch 98:  98%|█████████▊| 98/100 [32:30<00:19,  9.65s/it, acc=0.999, lr=0.001, test_acc=0.608]
Iter 8 | Epoch 98:  98%|█████████▊| 98/100 [32:39<00:19,  9.65s/it, acc=0.999, lr=0.001, test_acc=0.604]
Iter 8 | Epoch 98:  99%|█████████▉| 99/100 [32:39<00:09,  9.53s/it, acc=0.999, lr=0.001, test_acc=0.604]
Iter 8 | Epoch 99:  99%|█████████▉| 99/100 [32:39<00:09,  9.53s/it, acc=0.999, lr=0.001, test_acc=0.604]
Iter 8 | Epoch 99:  99%|█████████▉| 99/100 [32:48<00:09,  9.53s/it, acc=0.998, lr=0.001, test_acc=0.604]
Iter 8 | Epoch 99: 100%|██████████| 100/100 [32:48<00:00,  9.44s/it, acc=0.998, lr=0.001, test_acc=0.604]
Iter 8 | Epoch 99: 100%|██████████| 100/100 [32:48<00:00, 19.69s/it, acc=0.998, lr=0.001, test_acc=0.604]

  0%|          | 0/100 [00:00<?, ?it/s]
Iter 9 | Epoch 0:   0%|          | 0/100 [00:00<?, ?it/s]
Iter 9 | Epoch 0:   0%|          | 0/100 [00:10<?, ?it/s, acc=0.958, lr=0.0001, test_acc=0.606]
Iter 9 | Epoch 0:   1%|          | 1/100 [00:10<16:42, 10.12s/it, acc=0.958, lr=0.0001, test_acc=0.606]
Iter 9 | Epoch 1:   1%|          | 1/100 [00:10<16:42, 10.12s/it, acc=0.958, lr=0.0001, test_acc=0.606]
Iter 9 | Epoch 1:   1%|          | 1/100 [00:20<16:42, 10.12s/it, acc=0.959, lr=0.0002, test_acc=0.605]
Iter 9 | Epoch 1:   2%|▏         | 2/100 [00:20<16:31, 10.11s/it, acc=0.959, lr=0.0002, test_acc=0.605]
Iter 9 | Epoch 2:   2%|▏         | 2/100 [00:20<16:31, 10.11s/it, acc=0.959, lr=0.0002, test_acc=0.605]
Iter 9 | Epoch 2:   2%|▏         | 2/100 [00:30<16:31, 10.11s/it, acc=0.962, lr=0.0003, test_acc=0.602]
Iter 9 | Epoch 2:   3%|▎         | 3/100 [00:30<16:20, 10.11s/it, acc=0.962, lr=0.0003, test_acc=0.602]
Iter 9 | Epoch 3:   3%|▎         | 3/100 [00:30<16:20, 10.11s/it, acc=0.962, lr=0.0003, test_acc=0.602]
Iter 9 | Epoch 3:   3%|▎         | 3/100 [00:40<16:20, 10.11s/it, acc=0.966, lr=0.0004, test_acc=0.602]
Iter 9 | Epoch 3:   4%|▍         | 4/100 [00:40<16:10, 10.11s/it, acc=0.966, lr=0.0004, test_acc=0.602]
Iter 9 | Epoch 4:   4%|▍         | 4/100 [00:40<16:10, 10.11s/it, acc=0.966, lr=0.0004, test_acc=0.602]
Iter 9 | Epoch 4:   4%|▍         | 4/100 [00:50<16:10, 10.11s/it, acc=0.97, lr=0.0005, test_acc=0.603] 
Iter 9 | Epoch 4:   5%|▌         | 5/100 [00:50<16:00, 10.11s/it, acc=0.97, lr=0.0005, test_acc=0.603]
Iter 9 | Epoch 5:   5%|▌         | 5/100 [00:50<16:00, 10.11s/it, acc=0.97, lr=0.0005, test_acc=0.603]
Iter 9 | Epoch 5:   5%|▌         | 5/100 [01:00<16:00, 10.11s/it, acc=0.974, lr=0.0006, test_acc=0.603]
Iter 9 | Epoch 5:   6%|▌         | 6/100 [01:00<15:49, 10.11s/it, acc=0.974, lr=0.0006, test_acc=0.603]
Iter 9 | Epoch 6:   6%|▌         | 6/100 [01:00<15:49, 10.11s/it, acc=0.974, lr=0.0006, test_acc=0.603]
Iter 9 | Epoch 6:   6%|▌         | 6/100 [01:10<15:49, 10.11s/it, acc=0.98, lr=0.0007, test_acc=0.602] 
Iter 9 | Epoch 6:   7%|▋         | 7/100 [01:10<15:39, 10.10s/it, acc=0.98, lr=0.0007, test_acc=0.602]
Iter 9 | Epoch 7:   7%|▋         | 7/100 [01:10<15:39, 10.10s/it, acc=0.98, lr=0.0007, test_acc=0.602]
Iter 9 | Epoch 7:   7%|▋         | 7/100 [01:20<15:39, 10.10s/it, acc=0.984, lr=0.0008, test_acc=0.602]
Iter 9 | Epoch 7:   8%|▊         | 8/100 [01:20<15:29, 10.10s/it, acc=0.984, lr=0.0008, test_acc=0.602]
Iter 9 | Epoch 8:   8%|▊         | 8/100 [01:20<15:29, 10.10s/it, acc=0.984, lr=0.0008, test_acc=0.602]
Iter 9 | Epoch 8:   8%|▊         | 8/100 [01:30<15:29, 10.10s/it, acc=0.987, lr=0.0009, test_acc=0.604]
Iter 9 | Epoch 8:   9%|▉         | 9/100 [01:30<15:19, 10.10s/it, acc=0.987, lr=0.0009, test_acc=0.604]
Iter 9 | Epoch 9:   9%|▉         | 9/100 [01:30<15:19, 10.10s/it, acc=0.987, lr=0.0009, test_acc=0.604]
Iter 9 | Epoch 9:   9%|▉         | 9/100 [01:41<15:19, 10.10s/it, acc=0.989, lr=0.001, test_acc=0.601] 
Iter 9 | Epoch 9:  10%|█         | 10/100 [01:41<15:09, 10.10s/it, acc=0.989, lr=0.001, test_acc=0.601]
Iter 9 | Epoch 10:  10%|█         | 10/100 [01:41<15:09, 10.10s/it, acc=0.989, lr=0.001, test_acc=0.601]
Iter 9 | Epoch 10:  10%|█         | 10/100 [01:51<15:09, 10.10s/it, acc=0.991, lr=0.001, test_acc=0.605]
Iter 9 | Epoch 10:  11%|█         | 11/100 [01:51<14:59, 10.10s/it, acc=0.991, lr=0.001, test_acc=0.605]
Iter 9 | Epoch 11:  11%|█         | 11/100 [01:51<14:59, 10.10s/it, acc=0.991, lr=0.001, test_acc=0.605]
Iter 9 | Epoch 11:  11%|█         | 11/100 [02:01<14:59, 10.10s/it, acc=0.993, lr=0.001, test_acc=0.606]
Iter 9 | Epoch 11:  12%|█▏        | 12/100 [02:01<14:49, 10.10s/it, acc=0.993, lr=0.001, test_acc=0.606]
Iter 9 | Epoch 12:  12%|█▏        | 12/100 [02:01<14:49, 10.10s/it, acc=0.993, lr=0.001, test_acc=0.606]
Iter 9 | Epoch 12:  12%|█▏        | 12/100 [02:11<14:49, 10.10s/it, acc=0.994, lr=0.001, test_acc=0.605]
Iter 9 | Epoch 12:  13%|█▎        | 13/100 [02:11<14:39, 10.10s/it, acc=0.994, lr=0.001, test_acc=0.605]
Iter 9 | Epoch 13:  13%|█▎        | 13/100 [02:11<14:39, 10.10s/it, acc=0.994, lr=0.001, test_acc=0.605]
Iter 9 | Epoch 13:  13%|█▎        | 13/100 [02:21<14:39, 10.10s/it, acc=0.995, lr=0.001, test_acc=0.6]  
Iter 9 | Epoch 13:  14%|█▍        | 14/100 [02:21<14:28, 10.10s/it, acc=0.995, lr=0.001, test_acc=0.6]
Iter 9 | Epoch 14:  14%|█▍        | 14/100 [02:21<14:28, 10.10s/it, acc=0.995, lr=0.001, test_acc=0.6]
Iter 9 | Epoch 14:  14%|█▍        | 14/100 [02:31<14:28, 10.10s/it, acc=0.995, lr=0.001, test_acc=0.606]
Iter 9 | Epoch 14:  15%|█▌        | 15/100 [02:31<14:18, 10.10s/it, acc=0.995, lr=0.001, test_acc=0.606]
Iter 9 | Epoch 15:  15%|█▌        | 15/100 [02:31<14:18, 10.10s/it, acc=0.995, lr=0.001, test_acc=0.606]
Iter 9 | Epoch 15:  15%|█▌        | 15/100 [02:41<14:18, 10.10s/it, acc=0.996, lr=0.001, test_acc=0.603]
Iter 9 | Epoch 15:  16%|█▌        | 16/100 [02:41<14:08, 10.10s/it, acc=0.996, lr=0.001, test_acc=0.603]
Iter 9 | Epoch 16:  16%|█▌        | 16/100 [02:41<14:08, 10.10s/it, acc=0.996, lr=0.001, test_acc=0.603]
Iter 9 | Epoch 16:  16%|█▌        | 16/100 [02:51<14:08, 10.10s/it, acc=0.996, lr=0.001, test_acc=0.606]
Iter 9 | Epoch 16:  17%|█▋        | 17/100 [02:51<13:58, 10.10s/it, acc=0.996, lr=0.001, test_acc=0.606]
Iter 9 | Epoch 17:  17%|█▋        | 17/100 [02:51<13:58, 10.10s/it, acc=0.996, lr=0.001, test_acc=0.606]
Iter 9 | Epoch 17:  17%|█▋        | 17/100 [03:01<13:58, 10.10s/it, acc=0.997, lr=0.001, test_acc=0.605]
Iter 9 | Epoch 17:  18%|█▊        | 18/100 [03:01<13:48, 10.10s/it, acc=0.997, lr=0.001, test_acc=0.605]
Iter 9 | Epoch 18:  18%|█▊        | 18/100 [03:01<13:48, 10.10s/it, acc=0.997, lr=0.001, test_acc=0.605]
Iter 9 | Epoch 18:  18%|█▊        | 18/100 [03:11<13:48, 10.10s/it, acc=0.996, lr=0.001, test_acc=0.608]
Iter 9 | Epoch 18:  19%|█▉        | 19/100 [03:11<13:37, 10.10s/it, acc=0.996, lr=0.001, test_acc=0.608]
Iter 9 | Epoch 19:  19%|█▉        | 19/100 [03:11<13:37, 10.10s/it, acc=0.996, lr=0.001, test_acc=0.608]
Iter 9 | Epoch 19:  19%|█▉        | 19/100 [03:22<13:37, 10.10s/it, acc=0.997, lr=0.001, test_acc=0.608]
Iter 9 | Epoch 19:  20%|██        | 20/100 [03:22<13:28, 10.10s/it, acc=0.997, lr=0.001, test_acc=0.608]
Iter 9 | Epoch 20:  20%|██        | 20/100 [03:22<13:28, 10.10s/it, acc=0.997, lr=0.001, test_acc=0.608]
Iter 9 | Epoch 20:  20%|██        | 20/100 [03:32<13:28, 10.10s/it, acc=0.997, lr=0.001, test_acc=0.607]
Iter 9 | Epoch 20:  21%|██        | 21/100 [03:32<13:17, 10.10s/it, acc=0.997, lr=0.001, test_acc=0.607]
Iter 9 | Epoch 21:  21%|██        | 21/100 [03:32<13:17, 10.10s/it, acc=0.997, lr=0.001, test_acc=0.607]
Iter 9 | Epoch 21:  21%|██        | 21/100 [03:42<13:17, 10.10s/it, acc=0.997, lr=0.001, test_acc=0.604]
Iter 9 | Epoch 21:  22%|██▏       | 22/100 [03:42<13:08, 10.10s/it, acc=0.997, lr=0.001, test_acc=0.604]
Iter 9 | Epoch 22:  22%|██▏       | 22/100 [03:42<13:08, 10.10s/it, acc=0.997, lr=0.001, test_acc=0.604]
Iter 9 | Epoch 22:  22%|██▏       | 22/100 [03:52<13:08, 10.10s/it, acc=0.997, lr=0.001, test_acc=0.604]
Iter 9 | Epoch 22:  23%|██▎       | 23/100 [03:52<12:57, 10.10s/it, acc=0.997, lr=0.001, test_acc=0.604]
Iter 9 | Epoch 23:  23%|██▎       | 23/100 [03:52<12:57, 10.10s/it, acc=0.997, lr=0.001, test_acc=0.604]
Iter 9 | Epoch 23:  23%|██▎       | 23/100 [04:02<12:57, 10.10s/it, acc=0.997, lr=0.001, test_acc=0.608]
Iter 9 | Epoch 23:  24%|██▍       | 24/100 [04:02<12:47, 10.10s/it, acc=0.997, lr=0.001, test_acc=0.608]
Iter 9 | Epoch 24:  24%|██▍       | 24/100 [04:02<12:47, 10.10s/it, acc=0.997, lr=0.001, test_acc=0.608]
Iter 9 | Epoch 24:  24%|██▍       | 24/100 [04:12<12:47, 10.10s/it, acc=0.997, lr=0.001, test_acc=0.604]
Iter 9 | Epoch 24:  25%|██▌       | 25/100 [04:12<12:37, 10.10s/it, acc=0.997, lr=0.001, test_acc=0.604]
Iter 9 | Epoch 25:  25%|██▌       | 25/100 [04:12<12:37, 10.10s/it, acc=0.997, lr=0.001, test_acc=0.604]
Iter 9 | Epoch 25:  25%|██▌       | 25/100 [04:22<12:37, 10.10s/it, acc=0.997, lr=0.001, test_acc=0.609]
Iter 9 | Epoch 25:  26%|██▌       | 26/100 [04:22<12:27, 10.10s/it, acc=0.997, lr=0.001, test_acc=0.609]
Iter 9 | Epoch 26:  26%|██▌       | 26/100 [04:22<12:27, 10.10s/it, acc=0.997, lr=0.001, test_acc=0.609]
Iter 9 | Epoch 26:  26%|██▌       | 26/100 [04:32<12:27, 10.10s/it, acc=0.997, lr=0.001, test_acc=0.607]
Iter 9 | Epoch 26:  27%|██▋       | 27/100 [04:32<12:17, 10.10s/it, acc=0.997, lr=0.001, test_acc=0.607]
Iter 9 | Epoch 27:  27%|██▋       | 27/100 [04:32<12:17, 10.10s/it, acc=0.997, lr=0.001, test_acc=0.607]
Iter 9 | Epoch 27:  27%|██▋       | 27/100 [04:42<12:17, 10.10s/it, acc=0.997, lr=0.001, test_acc=0.607]
Iter 9 | Epoch 27:  28%|██▊       | 28/100 [04:42<12:07, 10.10s/it, acc=0.997, lr=0.001, test_acc=0.607]
Iter 9 | Epoch 28:  28%|██▊       | 28/100 [04:42<12:07, 10.10s/it, acc=0.997, lr=0.001, test_acc=0.607]
Iter 9 | Epoch 28:  28%|██▊       | 28/100 [04:52<12:07, 10.10s/it, acc=0.997, lr=0.001, test_acc=0.608]
Iter 9 | Epoch 28:  29%|██▉       | 29/100 [04:52<11:57, 10.10s/it, acc=0.997, lr=0.001, test_acc=0.608]
Iter 9 | Epoch 29:  29%|██▉       | 29/100 [04:52<11:57, 10.10s/it, acc=0.997, lr=0.001, test_acc=0.608]
Iter 9 | Epoch 29:  29%|██▉       | 29/100 [05:03<11:57, 10.10s/it, acc=0.997, lr=0.001, test_acc=0.603]
Iter 9 | Epoch 29:  30%|███       | 30/100 [05:03<11:47, 10.10s/it, acc=0.997, lr=0.001, test_acc=0.603]
Iter 9 | Epoch 30:  30%|███       | 30/100 [05:03<11:47, 10.10s/it, acc=0.997, lr=0.001, test_acc=0.603]
Iter 9 | Epoch 30:  30%|███       | 30/100 [05:13<11:47, 10.10s/it, acc=0.996, lr=0.001, test_acc=0.607]
Iter 9 | Epoch 30:  31%|███       | 31/100 [05:13<11:37, 10.10s/it, acc=0.996, lr=0.001, test_acc=0.607]
Iter 9 | Epoch 31:  31%|███       | 31/100 [05:13<11:37, 10.10s/it, acc=0.996, lr=0.001, test_acc=0.607]
Iter 9 | Epoch 31:  31%|███       | 31/100 [05:23<11:37, 10.10s/it, acc=0.997, lr=0.001, test_acc=0.605]
Iter 9 | Epoch 31:  32%|███▏      | 32/100 [05:23<11:26, 10.10s/it, acc=0.997, lr=0.001, test_acc=0.605]
Iter 9 | Epoch 32:  32%|███▏      | 32/100 [05:23<11:26, 10.10s/it, acc=0.997, lr=0.001, test_acc=0.605]
Iter 9 | Epoch 32:  32%|███▏      | 32/100 [05:33<11:26, 10.10s/it, acc=0.998, lr=0.001, test_acc=0.609]
Iter 9 | Epoch 32:  33%|███▎      | 33/100 [05:33<11:16, 10.10s/it, acc=0.998, lr=0.001, test_acc=0.609]
Iter 9 | Epoch 33:  33%|███▎      | 33/100 [05:33<11:16, 10.10s/it, acc=0.998, lr=0.001, test_acc=0.609]
Iter 9 | Epoch 33:  33%|███▎      | 33/100 [05:43<11:16, 10.10s/it, acc=0.997, lr=0.001, test_acc=0.6]  
Iter 9 | Epoch 33:  34%|███▍      | 34/100 [05:43<11:06, 10.11s/it, acc=0.997, lr=0.001, test_acc=0.6]
Iter 9 | Epoch 34:  34%|███▍      | 34/100 [05:43<11:06, 10.11s/it, acc=0.997, lr=0.001, test_acc=0.6]
Iter 9 | Epoch 34:  34%|███▍      | 34/100 [05:53<11:06, 10.11s/it, acc=0.997, lr=0.001, test_acc=0.604]
Iter 9 | Epoch 34:  35%|███▌      | 35/100 [05:53<10:56, 10.11s/it, acc=0.997, lr=0.001, test_acc=0.604]
Iter 9 | Epoch 35:  35%|███▌      | 35/100 [05:53<10:56, 10.11s/it, acc=0.997, lr=0.001, test_acc=0.604]
Iter 9 | Epoch 35:  35%|███▌      | 35/100 [06:03<10:56, 10.11s/it, acc=0.997, lr=0.001, test_acc=0.599]
Iter 9 | Epoch 35:  36%|███▌      | 36/100 [06:03<10:46, 10.10s/it, acc=0.997, lr=0.001, test_acc=0.599]
Iter 9 | Epoch 36:  36%|███▌      | 36/100 [06:03<10:46, 10.10s/it, acc=0.997, lr=0.001, test_acc=0.599]
Iter 9 | Epoch 36:  36%|███▌      | 36/100 [06:13<10:46, 10.10s/it, acc=0.997, lr=0.001, test_acc=0.607]
Iter 9 | Epoch 36:  37%|███▋      | 37/100 [06:13<10:36, 10.10s/it, acc=0.997, lr=0.001, test_acc=0.607]
Iter 9 | Epoch 37:  37%|███▋      | 37/100 [06:13<10:36, 10.10s/it, acc=0.997, lr=0.001, test_acc=0.607]
Iter 9 | Epoch 37:  37%|███▋      | 37/100 [06:23<10:36, 10.10s/it, acc=0.998, lr=0.001, test_acc=0.604]
Iter 9 | Epoch 37:  38%|███▊      | 38/100 [06:23<10:26, 10.10s/it, acc=0.998, lr=0.001, test_acc=0.604]
Iter 9 | Epoch 38:  38%|███▊      | 38/100 [06:23<10:26, 10.10s/it, acc=0.998, lr=0.001, test_acc=0.604]
Iter 9 | Epoch 38:  38%|███▊      | 38/100 [06:34<10:26, 10.10s/it, acc=0.998, lr=0.001, test_acc=0.61] 
Iter 9 | Epoch 38:  39%|███▉      | 39/100 [06:34<10:16, 10.10s/it, acc=0.998, lr=0.001, test_acc=0.61]
Iter 9 | Epoch 39:  39%|███▉      | 39/100 [06:34<10:16, 10.10s/it, acc=0.998, lr=0.001, test_acc=0.61]
Iter 9 | Epoch 39:  39%|███▉      | 39/100 [06:44<10:16, 10.10s/it, acc=0.997, lr=0.001, test_acc=0.604]
Iter 9 | Epoch 39:  40%|████      | 40/100 [06:44<10:06, 10.10s/it, acc=0.997, lr=0.001, test_acc=0.604]
Iter 9 | Epoch 40:  40%|████      | 40/100 [06:44<10:06, 10.10s/it, acc=0.997, lr=0.001, test_acc=0.604]
Iter 9 | Epoch 40:  40%|████      | 40/100 [06:54<10:06, 10.10s/it, acc=0.997, lr=0.001, test_acc=0.607]
Iter 9 | Epoch 40:  41%|████      | 41/100 [06:54<09:55, 10.10s/it, acc=0.997, lr=0.001, test_acc=0.607]
Iter 9 | Epoch 41:  41%|████      | 41/100 [06:54<09:55, 10.10s/it, acc=0.997, lr=0.001, test_acc=0.607]
Iter 9 | Epoch 41:  41%|████      | 41/100 [07:04<09:55, 10.10s/it, acc=0.997, lr=0.001, test_acc=0.608]
Iter 9 | Epoch 41:  42%|████▏     | 42/100 [07:04<09:45, 10.10s/it, acc=0.997, lr=0.001, test_acc=0.608]
Iter 9 | Epoch 42:  42%|████▏     | 42/100 [07:04<09:45, 10.10s/it, acc=0.997, lr=0.001, test_acc=0.608]
Iter 9 | Epoch 42:  42%|████▏     | 42/100 [07:14<09:45, 10.10s/it, acc=0.997, lr=0.001, test_acc=0.608]
Iter 9 | Epoch 42:  43%|████▎     | 43/100 [07:14<09:35, 10.10s/it, acc=0.997, lr=0.001, test_acc=0.608]
Iter 9 | Epoch 43:  43%|████▎     | 43/100 [07:14<09:35, 10.10s/it, acc=0.997, lr=0.001, test_acc=0.608]
Iter 9 | Epoch 43:  43%|████▎     | 43/100 [07:24<09:35, 10.10s/it, acc=0.997, lr=0.001, test_acc=0.609]
Iter 9 | Epoch 43:  44%|████▍     | 44/100 [07:24<09:25, 10.10s/it, acc=0.997, lr=0.001, test_acc=0.609]
Iter 9 | Epoch 44:  44%|████▍     | 44/100 [07:24<09:25, 10.10s/it, acc=0.997, lr=0.001, test_acc=0.609]
Iter 9 | Epoch 44:  44%|████▍     | 44/100 [07:34<09:25, 10.10s/it, acc=0.998, lr=0.001, test_acc=0.611]
Iter 9 | Epoch 44:  45%|████▌     | 45/100 [07:34<09:15, 10.10s/it, acc=0.998, lr=0.001, test_acc=0.611]
Iter 9 | Epoch 45:  45%|████▌     | 45/100 [07:34<09:15, 10.10s/it, acc=0.998, lr=0.001, test_acc=0.611]
Iter 9 | Epoch 45:  45%|████▌     | 45/100 [07:44<09:15, 10.10s/it, acc=0.997, lr=0.001, test_acc=0.601]
Iter 9 | Epoch 45:  46%|████▌     | 46/100 [07:44<09:05, 10.10s/it, acc=0.997, lr=0.001, test_acc=0.601]
Iter 9 | Epoch 46:  46%|████▌     | 46/100 [07:44<09:05, 10.10s/it, acc=0.997, lr=0.001, test_acc=0.601]
Iter 9 | Epoch 46:  46%|████▌     | 46/100 [07:54<09:05, 10.10s/it, acc=0.998, lr=0.001, test_acc=0.605]
Iter 9 | Epoch 46:  47%|████▋     | 47/100 [07:54<08:55, 10.10s/it, acc=0.998, lr=0.001, test_acc=0.605]
Iter 9 | Epoch 47:  47%|████▋     | 47/100 [07:54<08:55, 10.10s/it, acc=0.998, lr=0.001, test_acc=0.605]
Iter 9 | Epoch 47:  47%|████▋     | 47/100 [08:04<08:55, 10.10s/it, acc=0.998, lr=0.001, test_acc=0.603]
Iter 9 | Epoch 47:  48%|████▊     | 48/100 [08:04<08:45, 10.10s/it, acc=0.998, lr=0.001, test_acc=0.603]
Iter 9 | Epoch 48:  48%|████▊     | 48/100 [08:04<08:45, 10.10s/it, acc=0.998, lr=0.001, test_acc=0.603]
Iter 9 | Epoch 48:  48%|████▊     | 48/100 [08:15<08:45, 10.10s/it, acc=0.997, lr=0.001, test_acc=0.611]
Iter 9 | Epoch 48:  49%|████▉     | 49/100 [08:15<08:35, 10.10s/it, acc=0.997, lr=0.001, test_acc=0.611]
Iter 9 | Epoch 49:  49%|████▉     | 49/100 [08:15<08:35, 10.10s/it, acc=0.997, lr=0.001, test_acc=0.611]
Iter 9 | Epoch 49:  49%|████▉     | 49/100 [08:25<08:35, 10.10s/it, acc=0.997, lr=0.001, test_acc=0.602]
Iter 9 | Epoch 49:  50%|█████     | 50/100 [08:25<08:25, 10.10s/it, acc=0.997, lr=0.001, test_acc=0.602]
Iter 9 | Epoch 50:  50%|█████     | 50/100 [08:25<08:25, 10.10s/it, acc=0.997, lr=0.001, test_acc=0.602]
Iter 9 | Epoch 50:  50%|█████     | 50/100 [08:35<08:25, 10.10s/it, acc=0.997, lr=0.001, test_acc=0.604]
Iter 9 | Epoch 50:  51%|█████     | 51/100 [08:35<08:14, 10.10s/it, acc=0.997, lr=0.001, test_acc=0.604]
Iter 9 | Epoch 51:  51%|█████     | 51/100 [08:35<08:14, 10.10s/it, acc=0.997, lr=0.001, test_acc=0.604]
Iter 9 | Epoch 51:  51%|█████     | 51/100 [08:45<08:14, 10.10s/it, acc=0.997, lr=0.001, test_acc=0.607]
Iter 9 | Epoch 51:  52%|█████▏    | 52/100 [08:45<08:04, 10.10s/it, acc=0.997, lr=0.001, test_acc=0.607]
