wandb: [wandb.login()] Loaded credentials for https://api.wandb.ai from WANDB_API_KEY.
wandb: Currently logged in as: fredella-pang (fredella-pang-university-of-calgary-in-alberta) to https://api.wandb.ai. Use `wandb login --relogin` to force relogin
wandb: WARNING Ignoring project 'continual_CIFAR10_RESNET18' when running a sweep.
wandb: setting up run 89sk39hu
wandb: Tracking run with wandb version 0.27.2
wandb: Run data is saved locally in /scratch/freddyp/wandb_agents/wandb/run-20260708_030509-89sk39hu
wandb: Run `wandb offline` to turn off syncing.
wandb: Syncing run RESNET18_CIFAR10_dst_sparsity_0.9_pruning_ratio_0.9_delta_t_8
wandb: ⭐️ View project at https://wandb.ai/fredella-pang-university-of-calgary-in-alberta/DST%20Continual%20Learning
wandb: 🧹 View sweep at https://wandb.ai/fredella-pang-university-of-calgary-in-alberta/DST%20Continual%20Learning/sweeps/fwmccalv
wandb: 🚀 View run at https://wandb.ai/fredella-pang-university-of-calgary-in-alberta/DST%20Continual%20Learning/runs/89sk39hu
------------------------------
optimizer: adam
lr: 0.001
clip_grad_norm: 0.5
task: CIFAR10
model: RESNET18
benchmark: continual
warm_start_subset_ratio: 10
log_every: 1
seed: 8
batch_size: 256
disable_wandb: False
wandb_project: 
sparsifier: rigl
sparsity: 0.9
num_mask_updates: 10000
t_end_ratio: 0.8
pruning_ratio: 0.9
t_accel_ratio: 0.2
initial_sparsity: 0.0
------------------------------
Using device: cuda
[Sparsifier] rigl | sparsity=0.9 | total_steps=108000 | t_end=86400 

  0%|          | 0/100 [00:00<?, ?it/s]
Iter 8 | Epoch 18:  19%|█▉        | 19/100 [03:26<14:38, 10.84s/it, acc=0.999, lr=0.001, test_acc=0.796]
Iter 8 | Epoch 19:  19%|█▉        | 19/100 [03:26<14:38, 10.84s/it, acc=0.999, lr=0.001, test_acc=0.796]
Iter 8 | Epoch 19:  19%|█▉        | 19/100 [03:36<14:38, 10.84s/it, acc=0.999, lr=0.001, test_acc=0.798]
Iter 8 | Epoch 19:  20%|██        | 20/100 [03:36<14:26, 10.83s/it, acc=0.999, lr=0.001, test_acc=0.798]
Iter 8 | Epoch 20:  20%|██        | 20/100 [03:36<14:26, 10.83s/it, acc=0.999, lr=0.001, test_acc=0.798]
Iter 8 | Epoch 20:  20%|██        | 20/100 [03:47<14:26, 10.83s/it, acc=0.999, lr=0.001, test_acc=0.795]
Iter 8 | Epoch 20:  21%|██        | 21/100 [03:47<14:15, 10.83s/it, acc=0.999, lr=0.001, test_acc=0.795]
Iter 8 | Epoch 21:  21%|██        | 21/100 [03:47<14:15, 10.83s/it, acc=0.999, lr=0.001, test_acc=0.795]
Iter 8 | Epoch 21:  21%|██        | 21/100 [03:58<14:15, 10.83s/it, acc=0.999, lr=0.001, test_acc=0.794]
Iter 8 | Epoch 21:  22%|██▏       | 22/100 [03:58<14:04, 10.83s/it, acc=0.999, lr=0.001, test_acc=0.794]
Iter 8 | Epoch 22:  22%|██▏       | 22/100 [03:58<14:04, 10.83s/it, acc=0.999, lr=0.001, test_acc=0.794]
Iter 8 | Epoch 22:  22%|██▏       | 22/100 [04:09<14:04, 10.83s/it, acc=0.998, lr=0.001, test_acc=0.799]
Iter 8 | Epoch 22:  23%|██▎       | 23/100 [04:09<13:54, 10.83s/it, acc=0.998, lr=0.001, test_acc=0.799]
Iter 8 | Epoch 23:  23%|██▎       | 23/100 [04:09<13:54, 10.83s/it, acc=0.998, lr=0.001, test_acc=0.799]
Iter 8 | Epoch 23:  23%|██▎       | 23/100 [04:20<13:54, 10.83s/it, acc=0.999, lr=0.001, test_acc=0.798]
Iter 8 | Epoch 23:  24%|██▍       | 24/100 [04:20<13:43, 10.84s/it, acc=0.999, lr=0.001, test_acc=0.798]
Iter 8 | Epoch 24:  24%|██▍       | 24/100 [04:20<13:43, 10.84s/it, acc=0.999, lr=0.001, test_acc=0.798]
Iter 8 | Epoch 24:  24%|██▍       | 24/100 [04:31<13:43, 10.84s/it, acc=0.999, lr=0.001, test_acc=0.798]
Iter 8 | Epoch 24:  25%|██▌       | 25/100 [04:31<13:32, 10.83s/it, acc=0.999, lr=0.001, test_acc=0.798]
Iter 8 | Epoch 25:  25%|██▌       | 25/100 [04:31<13:32, 10.83s/it, acc=0.999, lr=0.001, test_acc=0.798]
Iter 8 | Epoch 25:  25%|██▌       | 25/100 [04:41<13:32, 10.83s/it, acc=0.999, lr=0.001, test_acc=0.796]
Iter 8 | Epoch 25:  26%|██▌       | 26/100 [04:41<13:21, 10.83s/it, acc=0.999, lr=0.001, test_acc=0.796]
Iter 8 | Epoch 26:  26%|██▌       | 26/100 [04:41<13:21, 10.83s/it, acc=0.999, lr=0.001, test_acc=0.796]
Iter 8 | Epoch 26:  26%|██▌       | 26/100 [04:52<13:21, 10.83s/it, acc=0.999, lr=0.001, test_acc=0.793]
Iter 8 | Epoch 26:  27%|██▋       | 27/100 [04:52<13:09, 10.82s/it, acc=0.999, lr=0.001, test_acc=0.793]
Iter 8 | Epoch 27:  27%|██▋       | 27/100 [04:52<13:09, 10.82s/it, acc=0.999, lr=0.001, test_acc=0.793]
Iter 8 | Epoch 27:  27%|██▋       | 27/100 [05:03<13:09, 10.82s/it, acc=0.999, lr=0.001, test_acc=0.797]
Iter 8 | Epoch 27:  28%|██▊       | 28/100 [05:03<12:58, 10.82s/it, acc=0.999, lr=0.001, test_acc=0.797]
Iter 8 | Epoch 28:  28%|██▊       | 28/100 [05:03<12:58, 10.82s/it, acc=0.999, lr=0.001, test_acc=0.797]
Iter 8 | Epoch 28:  28%|██▊       | 28/100 [05:14<12:58, 10.82s/it, acc=0.999, lr=0.001, test_acc=0.8]  
Iter 8 | Epoch 28:  29%|██▉       | 29/100 [05:14<12:47, 10.81s/it, acc=0.999, lr=0.001, test_acc=0.8]
Iter 8 | Epoch 29:  29%|██▉       | 29/100 [05:14<12:47, 10.81s/it, acc=0.999, lr=0.001, test_acc=0.8]
Iter 8 | Epoch 29:  29%|██▉       | 29/100 [05:25<12:47, 10.81s/it, acc=0.999, lr=0.001, test_acc=0.797]
Iter 8 | Epoch 29:  30%|███       | 30/100 [05:25<12:37, 10.82s/it, acc=0.999, lr=0.001, test_acc=0.797]
Iter 8 | Epoch 30:  30%|███       | 30/100 [05:25<12:37, 10.82s/it, acc=0.999, lr=0.001, test_acc=0.797]
Iter 8 | Epoch 30:  30%|███       | 30/100 [05:36<12:37, 10.82s/it, acc=0.999, lr=0.001, test_acc=0.8]  
Iter 8 | Epoch 30:  31%|███       | 31/100 [05:36<12:26, 10.82s/it, acc=0.999, lr=0.001, test_acc=0.8]
Iter 8 | Epoch 31:  31%|███       | 31/100 [05:36<12:26, 10.82s/it, acc=0.999, lr=0.001, test_acc=0.8]
Iter 8 | Epoch 31:  31%|███       | 31/100 [05:46<12:26, 10.82s/it, acc=0.999, lr=0.001, test_acc=0.799]
Iter 8 | Epoch 31:  32%|███▏      | 32/100 [05:46<12:15, 10.82s/it, acc=0.999, lr=0.001, test_acc=0.799]
Iter 8 | Epoch 32:  32%|███▏      | 32/100 [05:46<12:15, 10.82s/it, acc=0.999, lr=0.001, test_acc=0.799]
Iter 8 | Epoch 32:  32%|███▏      | 32/100 [05:57<12:15, 10.82s/it, acc=0.999, lr=0.001, test_acc=0.799]
Iter 8 | Epoch 32:  33%|███▎      | 33/100 [05:57<12:04, 10.82s/it, acc=0.999, lr=0.001, test_acc=0.799]
Iter 8 | Epoch 33:  33%|███▎      | 33/100 [05:57<12:04, 10.82s/it, acc=0.999, lr=0.001, test_acc=0.799]
Iter 8 | Epoch 33:  33%|███▎      | 33/100 [06:08<12:04, 10.82s/it, acc=0.999, lr=0.001, test_acc=0.798]
Iter 8 | Epoch 33:  34%|███▍      | 34/100 [06:08<11:53, 10.81s/it, acc=0.999, lr=0.001, test_acc=0.798]
Iter 8 | Epoch 34:  34%|███▍      | 34/100 [06:08<11:53, 10.81s/it, acc=0.999, lr=0.001, test_acc=0.798]
Iter 8 | Epoch 34:  34%|███▍      | 34/100 [06:19<11:53, 10.81s/it, acc=0.999, lr=0.001, test_acc=0.798]
Iter 8 | Epoch 34:  35%|███▌      | 35/100 [06:19<11:42, 10.80s/it, acc=0.999, lr=0.001, test_acc=0.798]
Iter 8 | Epoch 35:  35%|███▌      | 35/100 [06:19<11:42, 10.80s/it, acc=0.999, lr=0.001, test_acc=0.798]
Iter 8 | Epoch 35:  35%|███▌      | 35/100 [06:30<11:42, 10.80s/it, acc=0.999, lr=0.001, test_acc=0.794]
Iter 8 | Epoch 35:  36%|███▌      | 36/100 [06:30<11:31, 10.80s/it, acc=0.999, lr=0.001, test_acc=0.794]
Iter 8 | Epoch 36:  36%|███▌      | 36/100 [06:30<11:31, 10.80s/it, acc=0.999, lr=0.001, test_acc=0.794]
Iter 8 | Epoch 36:  36%|███▌      | 36/100 [06:40<11:31, 10.80s/it, acc=0.999, lr=0.001, test_acc=0.798]
Iter 8 | Epoch 36:  37%|███▋      | 37/100 [06:40<11:20, 10.80s/it, acc=0.999, lr=0.001, test_acc=0.798]
Iter 8 | Epoch 37:  37%|███▋      | 37/100 [06:40<11:20, 10.80s/it, acc=0.999, lr=0.001, test_acc=0.798]
Iter 8 | Epoch 37:  37%|███▋      | 37/100 [06:51<11:20, 10.80s/it, acc=0.999, lr=0.001, test_acc=0.799]
Iter 8 | Epoch 37:  38%|███▊      | 38/100 [06:51<11:10, 10.81s/it, acc=0.999, lr=0.001, test_acc=0.799]
Iter 8 | Epoch 38:  38%|███▊      | 38/100 [06:51<11:10, 10.81s/it, acc=0.999, lr=0.001, test_acc=0.799]
Iter 8 | Epoch 38:  38%|███▊      | 38/100 [07:02<11:10, 10.81s/it, acc=0.999, lr=0.001, test_acc=0.799]
Iter 8 | Epoch 38:  39%|███▉      | 39/100 [07:02<10:59, 10.81s/it, acc=0.999, lr=0.001, test_acc=0.799]
Iter 8 | Epoch 39:  39%|███▉      | 39/100 [07:02<10:59, 10.81s/it, acc=0.999, lr=0.001, test_acc=0.799]
Iter 8 | Epoch 39:  39%|███▉      | 39/100 [07:13<10:59, 10.81s/it, acc=1, lr=0.001, test_acc=0.799]    
Iter 8 | Epoch 39:  40%|████      | 40/100 [07:13<10:48, 10.81s/it, acc=1, lr=0.001, test_acc=0.799]
Iter 8 | Epoch 40:  40%|████      | 40/100 [07:13<10:48, 10.81s/it, acc=1, lr=0.001, test_acc=0.799]
Iter 8 | Epoch 40:  40%|████      | 40/100 [07:24<10:48, 10.81s/it, acc=0.999, lr=0.001, test_acc=0.8]
Iter 8 | Epoch 40:  41%|████      | 41/100 [07:24<10:37, 10.80s/it, acc=0.999, lr=0.001, test_acc=0.8]
Iter 8 | Epoch 41:  41%|████      | 41/100 [07:24<10:37, 10.80s/it, acc=0.999, lr=0.001, test_acc=0.8]
Iter 8 | Epoch 41:  41%|████      | 41/100 [07:34<10:37, 10.80s/it, acc=0.999, lr=0.001, test_acc=0.8]
Iter 8 | Epoch 41:  42%|████▏     | 42/100 [07:34<10:26, 10.80s/it, acc=0.999, lr=0.001, test_acc=0.8]
Iter 8 | Epoch 42:  42%|████▏     | 42/100 [07:34<10:26, 10.80s/it, acc=0.999, lr=0.001, test_acc=0.8]
Iter 8 | Epoch 42:  42%|████▏     | 42/100 [07:45<10:26, 10.80s/it, acc=0.999, lr=0.001, test_acc=0.795]
Iter 8 | Epoch 42:  43%|████▎     | 43/100 [07:45<10:15, 10.80s/it, acc=0.999, lr=0.001, test_acc=0.795]
Iter 8 | Epoch 43:  43%|████▎     | 43/100 [07:45<10:15, 10.80s/it, acc=0.999, lr=0.001, test_acc=0.795]
Iter 8 | Epoch 43:  43%|████▎     | 43/100 [07:56<10:15, 10.80s/it, acc=0.999, lr=0.001, test_acc=0.802]
Iter 8 | Epoch 43:  44%|████▍     | 44/100 [07:56<10:04, 10.80s/it, acc=0.999, lr=0.001, test_acc=0.802]
Iter 8 | Epoch 44:  44%|████▍     | 44/100 [07:56<10:04, 10.80s/it, acc=0.999, lr=0.001, test_acc=0.802]
Iter 8 | Epoch 44:  44%|████▍     | 44/100 [08:07<10:04, 10.80s/it, acc=0.999, lr=0.001, test_acc=0.794]
Iter 8 | Epoch 44:  45%|████▌     | 45/100 [08:07<09:54, 10.81s/it, acc=0.999, lr=0.001, test_acc=0.794]
Iter 8 | Epoch 45:  45%|████▌     | 45/100 [08:07<09:54, 10.81s/it, acc=0.999, lr=0.001, test_acc=0.794]
Iter 8 | Epoch 45:  45%|████▌     | 45/100 [08:18<09:54, 10.81s/it, acc=0.999, lr=0.001, test_acc=0.797]
Iter 8 | Epoch 45:  46%|████▌     | 46/100 [08:18<09:43, 10.81s/it, acc=0.999, lr=0.001, test_acc=0.797]
Iter 8 | Epoch 46:  46%|████▌     | 46/100 [08:18<09:43, 10.81s/it, acc=0.999, lr=0.001, test_acc=0.797]
Iter 8 | Epoch 46:  46%|████▌     | 46/100 [08:28<09:43, 10.81s/it, acc=0.999, lr=0.001, test_acc=0.803]
Iter 8 | Epoch 46:  47%|████▋     | 47/100 [08:28<09:33, 10.81s/it, acc=0.999, lr=0.001, test_acc=0.803]
Iter 8 | Epoch 47:  47%|████▋     | 47/100 [08:28<09:33, 10.81s/it, acc=0.999, lr=0.001, test_acc=0.803]
Iter 8 | Epoch 47:  47%|████▋     | 47/100 [08:39<09:33, 10.81s/it, acc=1, lr=0.001, test_acc=0.798]    
Iter 8 | Epoch 47:  48%|████▊     | 48/100 [08:39<09:22, 10.81s/it, acc=1, lr=0.001, test_acc=0.798]
Iter 8 | Epoch 48:  48%|████▊     | 48/100 [08:39<09:22, 10.81s/it, acc=1, lr=0.001, test_acc=0.798]
Iter 8 | Epoch 48:  48%|████▊     | 48/100 [08:50<09:22, 10.81s/it, acc=0.999, lr=0.001, test_acc=0.8]
Iter 8 | Epoch 48:  49%|████▉     | 49/100 [08:50<09:11, 10.80s/it, acc=0.999, lr=0.001, test_acc=0.8]
Iter 8 | Epoch 49:  49%|████▉     | 49/100 [08:50<09:11, 10.80s/it, acc=0.999, lr=0.001, test_acc=0.8]
Iter 8 | Epoch 49:  49%|████▉     | 49/100 [09:01<09:11, 10.80s/it, acc=1, lr=0.001, test_acc=0.795]  
Iter 8 | Epoch 49:  50%|█████     | 50/100 [09:01<09:00, 10.80s/it, acc=1, lr=0.001, test_acc=0.795]
Iter 8 | Epoch 50:  50%|█████     | 50/100 [09:01<09:00, 10.80s/it, acc=1, lr=0.001, test_acc=0.795]
Iter 8 | Epoch 50:  50%|█████     | 50/100 [09:12<09:00, 10.80s/it, acc=0.999, lr=0.001, test_acc=0.796]
Iter 8 | Epoch 50:  51%|█████     | 51/100 [09:12<08:49, 10.80s/it, acc=0.999, lr=0.001, test_acc=0.796]
Iter 8 | Epoch 51:  51%|█████     | 51/100 [09:12<08:49, 10.80s/it, acc=0.999, lr=0.001, test_acc=0.796]
Iter 8 | Epoch 51:  51%|█████     | 51/100 [09:22<08:49, 10.80s/it, acc=0.999, lr=0.001, test_acc=0.795]
Iter 8 | Epoch 51:  52%|█████▏    | 52/100 [09:22<08:38, 10.79s/it, acc=0.999, lr=0.001, test_acc=0.795]
Iter 8 | Epoch 52:  52%|█████▏    | 52/100 [09:22<08:38, 10.79s/it, acc=0.999, lr=0.001, test_acc=0.795]
Iter 8 | Epoch 52:  52%|█████▏    | 52/100 [09:33<08:38, 10.79s/it, acc=0.999, lr=0.001, test_acc=0.8]  
Iter 8 | Epoch 52:  53%|█████▎    | 53/100 [09:33<08:27, 10.80s/it, acc=0.999, lr=0.001, test_acc=0.8]
Iter 8 | Epoch 53:  53%|█████▎    | 53/100 [09:33<08:27, 10.80s/it, acc=0.999, lr=0.001, test_acc=0.8]
Iter 8 | Epoch 53:  53%|█████▎    | 53/100 [09:44<08:27, 10.80s/it, acc=0.999, lr=0.001, test_acc=0.798]
Iter 8 | Epoch 53:  54%|█████▍    | 54/100 [09:44<08:16, 10.80s/it, acc=0.999, lr=0.001, test_acc=0.798]
Iter 8 | Epoch 54:  54%|█████▍    | 54/100 [09:44<08:16, 10.80s/it, acc=0.999, lr=0.001, test_acc=0.798]
Iter 8 | Epoch 54:  54%|█████▍    | 54/100 [09:55<08:16, 10.80s/it, acc=0.999, lr=0.001, test_acc=0.795]
Iter 8 | Epoch 54:  55%|█████▌    | 55/100 [09:55<08:06, 10.81s/it, acc=0.999, lr=0.001, test_acc=0.795]
Iter 8 | Epoch 55:  55%|█████▌    | 55/100 [09:55<08:06, 10.81s/it, acc=0.999, lr=0.001, test_acc=0.795]
Iter 8 | Epoch 55:  55%|█████▌    | 55/100 [10:06<08:06, 10.81s/it, acc=0.999, lr=0.001, test_acc=0.795]
Iter 8 | Epoch 55:  56%|█████▌    | 56/100 [10:06<07:55, 10.80s/it, acc=0.999, lr=0.001, test_acc=0.795]
Iter 8 | Epoch 56:  56%|█████▌    | 56/100 [10:06<07:55, 10.80s/it, acc=0.999, lr=0.001, test_acc=0.795]
Iter 8 | Epoch 56:  56%|█████▌    | 56/100 [10:16<07:55, 10.80s/it, acc=0.999, lr=0.001, test_acc=0.797]
Iter 8 | Epoch 56:  57%|█████▋    | 57/100 [10:16<07:44, 10.80s/it, acc=0.999, lr=0.001, test_acc=0.797]
Iter 8 | Epoch 57:  57%|█████▋    | 57/100 [10:16<07:44, 10.80s/it, acc=0.999, lr=0.001, test_acc=0.797]
Iter 8 | Epoch 57:  57%|█████▋    | 57/100 [10:27<07:44, 10.80s/it, acc=0.999, lr=0.001, test_acc=0.797]
Iter 8 | Epoch 57:  58%|█████▊    | 58/100 [10:27<07:33, 10.79s/it, acc=0.999, lr=0.001, test_acc=0.797]
Iter 8 | Epoch 58:  58%|█████▊    | 58/100 [10:27<07:33, 10.79s/it, acc=0.999, lr=0.001, test_acc=0.797]
Iter 8 | Epoch 58:  58%|█████▊    | 58/100 [10:38<07:33, 10.79s/it, acc=0.999, lr=0.001, test_acc=0.798]
Iter 8 | Epoch 58:  59%|█████▉    | 59/100 [10:38<07:22, 10.79s/it, acc=0.999, lr=0.001, test_acc=0.798]
Iter 8 | Epoch 59:  59%|█████▉    | 59/100 [10:38<07:22, 10.79s/it, acc=0.999, lr=0.001, test_acc=0.798]
Iter 8 | Epoch 59:  59%|█████▉    | 59/100 [10:49<07:22, 10.79s/it, acc=1, lr=0.001, test_acc=0.799]    
Iter 8 | Epoch 59:  60%|██████    | 60/100 [10:49<07:11, 10.80s/it, acc=1, lr=0.001, test_acc=0.799]
Iter 8 | Epoch 60:  60%|██████    | 60/100 [10:49<07:11, 10.80s/it, acc=1, lr=0.001, test_acc=0.799]
Iter 8 | Epoch 60:  60%|██████    | 60/100 [11:00<07:11, 10.80s/it, acc=0.999, lr=0.001, test_acc=0.798]
Iter 8 | Epoch 60:  61%|██████    | 61/100 [11:00<07:01, 10.80s/it, acc=0.999, lr=0.001, test_acc=0.798]
Iter 8 | Epoch 61:  61%|██████    | 61/100 [11:00<07:01, 10.80s/it, acc=0.999, lr=0.001, test_acc=0.798]
Iter 8 | Epoch 61:  61%|██████    | 61/100 [11:10<07:01, 10.80s/it, acc=0.999, lr=0.001, test_acc=0.801]
Iter 8 | Epoch 61:  62%|██████▏   | 62/100 [11:10<06:50, 10.81s/it, acc=0.999, lr=0.001, test_acc=0.801]
Iter 8 | Epoch 62:  62%|██████▏   | 62/100 [11:10<06:50, 10.81s/it, acc=0.999, lr=0.001, test_acc=0.801]
Iter 8 | Epoch 62:  62%|██████▏   | 62/100 [11:21<06:50, 10.81s/it, acc=0.999, lr=0.001, test_acc=0.802]
Iter 8 | Epoch 62:  63%|██████▎   | 63/100 [11:21<06:39, 10.80s/it, acc=0.999, lr=0.001, test_acc=0.802]
Iter 8 | Epoch 63:  63%|██████▎   | 63/100 [11:21<06:39, 10.80s/it, acc=0.999, lr=0.001, test_acc=0.802]
Iter 8 | Epoch 63:  63%|██████▎   | 63/100 [11:32<06:39, 10.80s/it, acc=0.999, lr=0.001, test_acc=0.796]
Iter 8 | Epoch 63:  64%|██████▍   | 64/100 [11:32<06:29, 10.81s/it, acc=0.999, lr=0.001, test_acc=0.796]
Iter 8 | Epoch 64:  64%|██████▍   | 64/100 [11:32<06:29, 10.81s/it, acc=0.999, lr=0.001, test_acc=0.796]
Iter 8 | Epoch 64:  64%|██████▍   | 64/100 [11:43<06:29, 10.81s/it, acc=0.999, lr=0.001, test_acc=0.801]
Iter 8 | Epoch 64:  65%|██████▌   | 65/100 [11:43<06:17, 10.80s/it, acc=0.999, lr=0.001, test_acc=0.801]
Iter 8 | Epoch 65:  65%|██████▌   | 65/100 [11:43<06:17, 10.80s/it, acc=0.999, lr=0.001, test_acc=0.801]
Iter 8 | Epoch 65:  65%|██████▌   | 65/100 [11:54<06:17, 10.80s/it, acc=1, lr=0.001, test_acc=0.801]    
Iter 8 | Epoch 65:  66%|██████▌   | 66/100 [11:54<06:07, 10.81s/it, acc=1, lr=0.001, test_acc=0.801]
Iter 8 | Epoch 66:  66%|██████▌   | 66/100 [11:54<06:07, 10.81s/it, acc=1, lr=0.001, test_acc=0.801]
Iter 8 | Epoch 66:  66%|██████▌   | 66/100 [12:04<06:07, 10.81s/it, acc=1, lr=0.001, test_acc=0.802]
Iter 8 | Epoch 66:  67%|██████▋   | 67/100 [12:04<05:56, 10.80s/it, acc=1, lr=0.001, test_acc=0.802]
Iter 8 | Epoch 67:  67%|██████▋   | 67/100 [12:04<05:56, 10.80s/it, acc=1, lr=0.001, test_acc=0.802]
Iter 8 | Epoch 67:  67%|██████▋   | 67/100 [12:15<05:56, 10.80s/it, acc=1, lr=0.001, test_acc=0.799]
Iter 8 | Epoch 67:  68%|██████▊   | 68/100 [12:15<05:45, 10.81s/it, acc=1, lr=0.001, test_acc=0.799]
Iter 8 | Epoch 68:  68%|██████▊   | 68/100 [12:15<05:45, 10.81s/it, acc=1, lr=0.001, test_acc=0.799]
Iter 8 | Epoch 68:  68%|██████▊   | 68/100 [12:26<05:45, 10.81s/it, acc=1, lr=0.001, test_acc=0.8]  
Iter 8 | Epoch 68:  69%|██████▉   | 69/100 [12:26<05:35, 10.81s/it, acc=1, lr=0.001, test_acc=0.8]
Iter 8 | Epoch 69:  69%|██████▉   | 69/100 [12:26<05:35, 10.81s/it, acc=1, lr=0.001, test_acc=0.8]
Iter 8 | Epoch 69:  69%|██████▉   | 69/100 [12:37<05:35, 10.81s/it, acc=0.999, lr=0.001, test_acc=0.796]
Iter 8 | Epoch 69:  70%|███████   | 70/100 [12:37<05:24, 10.81s/it, acc=0.999, lr=0.001, test_acc=0.796]
Iter 8 | Epoch 70:  70%|███████   | 70/100 [12:37<05:24, 10.81s/it, acc=0.999, lr=0.001, test_acc=0.796]
Iter 8 | Epoch 70:  70%|███████   | 70/100 [12:48<05:24, 10.81s/it, acc=0.999, lr=0.001, test_acc=0.796]
Iter 8 | Epoch 70:  71%|███████   | 71/100 [12:48<05:13, 10.81s/it, acc=0.999, lr=0.001, test_acc=0.796]
Iter 8 | Epoch 71:  71%|███████   | 71/100 [12:48<05:13, 10.81s/it, acc=0.999, lr=0.001, test_acc=0.796]
Iter 8 | Epoch 71:  71%|███████   | 71/100 [12:58<05:13, 10.81s/it, acc=0.999, lr=0.001, test_acc=0.799]
Iter 8 | Epoch 71:  72%|███████▏  | 72/100 [12:58<05:02, 10.80s/it, acc=0.999, lr=0.001, test_acc=0.799]
Iter 8 | Epoch 72:  72%|███████▏  | 72/100 [12:58<05:02, 10.80s/it, acc=0.999, lr=0.001, test_acc=0.799]
Iter 8 | Epoch 72:  72%|███████▏  | 72/100 [13:09<05:02, 10.80s/it, acc=0.999, lr=0.001, test_acc=0.798]
Iter 8 | Epoch 72:  73%|███████▎  | 73/100 [13:09<04:51, 10.80s/it, acc=0.999, lr=0.001, test_acc=0.798]
Iter 8 | Epoch 73:  73%|███████▎  | 73/100 [13:09<04:51, 10.80s/it, acc=0.999, lr=0.001, test_acc=0.798]
Iter 8 | Epoch 73:  73%|███████▎  | 73/100 [13:20<04:51, 10.80s/it, acc=1, lr=0.001, test_acc=0.802]    
Iter 8 | Epoch 73:  74%|███████▍  | 74/100 [13:20<04:40, 10.80s/it, acc=1, lr=0.001, test_acc=0.802]
Iter 8 | Epoch 74:  74%|███████▍  | 74/100 [13:20<04:40, 10.80s/it, acc=1, lr=0.001, test_acc=0.802]
Iter 8 | Epoch 74:  74%|███████▍  | 74/100 [13:31<04:40, 10.80s/it, acc=1, lr=0.001, test_acc=0.804]
Iter 8 | Epoch 74:  75%|███████▌  | 75/100 [13:31<04:29, 10.80s/it, acc=1, lr=0.001, test_acc=0.804]
Iter 8 | Epoch 75:  75%|███████▌  | 75/100 [13:31<04:29, 10.80s/it, acc=1, lr=0.001, test_acc=0.804]
Iter 8 | Epoch 75:  75%|███████▌  | 75/100 [13:42<04:29, 10.80s/it, acc=1, lr=0.001, test_acc=0.804]
Iter 8 | Epoch 75:  76%|███████▌  | 76/100 [13:42<04:19, 10.80s/it, acc=1, lr=0.001, test_acc=0.804]
Iter 8 | Epoch 76:  76%|███████▌  | 76/100 [13:42<04:19, 10.80s/it, acc=1, lr=0.001, test_acc=0.804]
Iter 8 | Epoch 76:  76%|███████▌  | 76/100 [13:53<04:19, 10.80s/it, acc=1, lr=0.001, test_acc=0.803]
Iter 8 | Epoch 76:  77%|███████▋  | 77/100 [13:53<04:08, 10.80s/it, acc=1, lr=0.001, test_acc=0.803]
Iter 8 | Epoch 77:  77%|███████▋  | 77/100 [13:53<04:08, 10.80s/it, acc=1, lr=0.001, test_acc=0.803]
Iter 8 | Epoch 77:  77%|███████▋  | 77/100 [14:03<04:08, 10.80s/it, acc=1, lr=0.001, test_acc=0.801]
Iter 8 | Epoch 77:  78%|███████▊  | 78/100 [14:03<03:57, 10.81s/it, acc=1, lr=0.001, test_acc=0.801]
Iter 8 | Epoch 78:  78%|███████▊  | 78/100 [14:03<03:57, 10.81s/it, acc=1, lr=0.001, test_acc=0.801]
Iter 8 | Epoch 78:  78%|███████▊  | 78/100 [14:14<03:57, 10.81s/it, acc=0.999, lr=0.001, test_acc=0.801]
Iter 8 | Epoch 78:  79%|███████▉  | 79/100 [14:14<03:46, 10.80s/it, acc=0.999, lr=0.001, test_acc=0.801]
Iter 8 | Epoch 79:  79%|███████▉  | 79/100 [14:14<03:46, 10.80s/it, acc=0.999, lr=0.001, test_acc=0.801]
Iter 8 | Epoch 79:  79%|███████▉  | 79/100 [14:25<03:46, 10.80s/it, acc=0.999, lr=0.001, test_acc=0.799]
Iter 8 | Epoch 79:  80%|████████  | 80/100 [14:25<03:35, 10.79s/it, acc=0.999, lr=0.001, test_acc=0.799]
Iter 8 | Epoch 80:  80%|████████  | 80/100 [14:25<03:35, 10.79s/it, acc=0.999, lr=0.001, test_acc=0.799]
Iter 8 | Epoch 80:  80%|████████  | 80/100 [14:36<03:35, 10.79s/it, acc=0.999, lr=0.001, test_acc=0.8]  
Iter 8 | Epoch 80:  81%|████████  | 81/100 [14:36<03:24, 10.78s/it, acc=0.999, lr=0.001, test_acc=0.8]
Iter 8 | Epoch 81:  81%|████████  | 81/100 [14:36<03:24, 10.78s/it, acc=0.999, lr=0.001, test_acc=0.8]
Iter 8 | Epoch 81:  81%|████████  | 81/100 [14:46<03:24, 10.78s/it, acc=0.999, lr=0.001, test_acc=0.799]
Iter 8 | Epoch 81:  82%|████████▏ | 82/100 [14:46<03:14, 10.78s/it, acc=0.999, lr=0.001, test_acc=0.799]
Iter 8 | Epoch 82:  82%|████████▏ | 82/100 [14:46<03:14, 10.78s/it, acc=0.999, lr=0.001, test_acc=0.799]
Iter 8 | Epoch 82:  82%|████████▏ | 82/100 [14:57<03:14, 10.78s/it, acc=1, lr=0.001, test_acc=0.802]    
